Date_WET,price_first_auction,price_second_auction,traded_volume_mwh,price_forecast
[16/04/2025 17:00],75.41,89.44,3616.6,42.81
[16/04/2025 18:00],63.52,77.6,2772.7,43.0
[16/04/2025 19:00],45.99,92.66,3501.6,40.59
[16/04/2025 20:00],72.46,68.93,5273.5,79.95
[16/04/2025 21:00],44.79,87.46,3345.3,80.89
[16/04/2025 22:00],69.49,60.86,4745.5,42.3
[16/04/2025 23:00],87.26,83.6,4924.9,90.28
[17/04/2025 00:00],79.6,95.47,4243.7,81.71
[17/04/2025 01:00],41.86,81.81,2743.7,43.41
[17/04/2025 02:00],56.85,95.06,4161.3,58.99
[17/04/2025 03:00],79.65,45.71,5728.9,50.53
[17/04/2025 04:00],45.36,74.86,4758.5,74.51
[17/04/2025 05:00],59.08,61.88,4499.7,55.64
[17/04/2025 06:00],43.15,74.02,5424.7,57.69
[17/04/2025 07:00],85.18,99.09,4443.9,89.58
[17/04/2025 08:00],66.12,68.84,2437.4,66.3
[17/04/2025 09:00],68.59,52.14,5201.3,84.59
[17/04/2025 10:00],41.08,69.86,3978.3,89.89
[17/04/2025 11:00],69.2,74.29,2196.1,90.82
[17/04/2025 12:00],55.46,60.31,3821.3,65.21
[17/04/2025 13:00],81.55,97.5,4123.5,84.4
[17/04/2025 14:00],92.92,71.02,3422.6,59.61
[17/04/2025 15:00],93.09,45.29,5462.4,54.1
[17/04/2025 16:00],53.56,52.67,5432.7,49.69
[17/04/2025 17:00],93.29,83.13,4942.0,91.83
[17/04/2025 18:00],83.48,76.95,5093.4,63.32
[17/04/2025 19:00],90.26,99.54,2105.1,84.61
[17/04/2025 20:00],74.14,58.55,5488.7,77.86
[17/04/2025 21:00],61.96,62.57,5677.0,80.58
[17/04/2025 22:00],42.5,80.39,5219.5,52.83
[17/04/2025 23:00],44.58,76.94,2863.4,55.56
[18/04/2025 00:00],75.46,72.22,2605.8,44.22
[18/04/2025 01:00],44.41,94.24,3948.1,73.43
[18/04/2025 02:00],87.1,72.05,2288.4,47.37
[18/04/2025 03:00],41.64,85.5,3968.7,94.24
[18/04/2025 04:00],87.99,68.28,4742.4,75.9
[18/04/2025 05:00],57.53,66.03,3847.0,93.76
[18/04/2025 06:00],52.93,52.03,5574.1,74.49
[18/04/2025 07:00],59.6,66.38,4112.9,60.9
[18/04/2025 08:00],45.46,87.7,2620.3,92.58
[18/04/2025 09:00],76.24,90.82,5842.8,78.74
[18/04/2025 10:00],92.91,53.53,3454.6,64.23
[18/04/2025 11:00],81.49,83.98,3349.8,43.08
[18/04/2025 12:00],45.14,74.32,4531.1,82.79
[18/04/2025 13:00],66.02,83.57,2428.0,92.3
[18/04/2025 14:00],60.43,95.84,4145.4,59.29
[18/04/2025 15:00],70.68,80.4,2142.4,41.42
[18/04/2025 16:00],82.11,45.29,2173.1,86.83
[18/04/2025 17:00],82.52,90.38,3590.6,55.56
[18/04/2025 18:00],68.21,74.5,3821.2,53.64
[18/04/2025 19:00],94.1,68.5,5959.9,47.45
[18/04/2025 20:00],65.95,46.32,5433.9,63.35
[18/04/2025 21:00],53.82,89.2,5074.4,74.83
[18/04/2025 22:00],94.52,57.47,4583.4,46.38
[18/04/2025 23:00],62.14,75.19,4791.8,82.37
[19/04/2025 00:00],83.32,56.85,2787.2,85.69
[19/04/2025 01:00],41.55,85.77,4572.2,81.47
[19/04/2025 02:00],56.15,51.6,4748.8,60.02
[19/04/2025 03:00],62.48,98.08,2038.5,48.18
[19/04/2025 04:00],73.29,80.77,5148.0,42.74
[19/04/2025 05:00],46.13,50.77,4870.0,84.94
[19/04/2025 06:00],53.29,90.15,5365.7,65.94
[19/04/2025 07:00],56.9,84.51,4823.0,86.77
[19/04/2025 08:00],53.51,72.75,2838.9,60.96
[19/04/2025 09:00],53.86,52.78,2240.7,94.94
[19/04/2025 10:00],87.78,74.32,2578.5,70.97
[19/04/2025 11:00],48.12,86.29,4685.2,43.82
[19/04/2025 12:00],52.01,76.44,3096.4,62.34
[19/04/2025 13:00],46.41,85.98,2128.1,77.71
[19/04/2025 14:00],81.55,47.98,2144.5,52.3
[19/04/2025 15:00],61.47,48.19,4026.4,86.57
[19/04/2025 16:00],70.16,49.97,4784.2,67.82
[19/04/2025 17:00],45.24,81.19,4358.3,61.87
[19/04/2025 18:00],91.9,47.26,5081.4,44.51
[19/04/2025 19:00],52.83,90.03,4489.3,72.12
[19/04/2025 20:00],59.39,84.23,5594.7,76.68
[19/04/2025 21:00],86.31,64.02,3782.4,79.18
[19/04/2025 22:00],92.82,81.43,5356.8,41.26
[19/04/2025 23:00],94.89,66.79,2767.1,87.34
[20/04/2025 00:00],79.72,96.56,2367.6,75.48
[20/04/2025 01:00],68.64,92.53,2368.7,60.12
[20/04/2025 02:00],45.24,80.3,2494.0,45.14
[20/04/2025 03:00],74.91,72.32,4841.3,85.01
[20/04/2025 04:00],82.6,58.89,5481.2,94.83
[20/04/2025 05:00],47.21,73.32,2595.0,63.52
[20/04/2025 06:00],53.26,94.82,5093.3,89.72
[20/04/2025 07:00],88.93,90.93,4207.0,82.31
[20/04/2025 08:00],65.84,74.66,3828.1,63.41
[20/04/2025 09:00],91.31,56.68,5946.7,59.15
[20/04/2025 10:00],58.04,93.24,5042.0,43.52
[20/04/2025 11:00],94.23,62.13,2245.0,49.21
[20/04/2025 12:00],44.23,99.48,2745.6,89.61
[20/04/2025 13:00],51.67,75.17,3849.1,92.4
[20/04/2025 14:00],63.43,70.08,5277.7,79.78
[20/04/2025 15:00],55.3,74.43,5296.5,57.12
[20/04/2025 16:00],45.57,83.72,5889.9,71.77
[20/04/2025 17:00],88.27,96.53,5571.8,42.02
[20/04/2025 18:00],92.97,81.36,5167.4,94.13
[20/04/2025 19:00],55.96,88.93,2741.5,84.92
[20/04/2025 20:00],54.33,62.18,4235.0,54.69
[20/04/2025 21:00],42.3,88.49,5130.5,71.97
[20/04/2025 22:00],87.38,82.55,3154.7,57.75
[20/04/2025 23:00],47.49,89.67,3614.8,63.62
[21/04/2025 00:00],53.93,72.52,2524.0,89.19
[21/04/2025 01:00],63.09,86.82,3022.3,78.62
[21/04/2025 02:00],44.69,67.19,4173.4,79.46
[21/04/2025 03:00],49.95,49.64,5257.5,64.8
[21/04/2025 04:00],76.36,53.5,5525.0,62.86
[21/04/2025 05:00],72.48,70.83,5803.2,93.42
[21/04/2025 06:00],45.44,92.48,3569.2,47.64
[21/04/2025 07:00],42.81,69.44,5855.7,72.96
[21/04/2025 08:00],71.6,70.56,2886.4,83.79
[21/04/2025 09:00],71.76,65.03,4701.6,66.45
[21/04/2025 10:00],79.56,51.92,4769.2,65.35
[21/04/2025 11:00],64.15,72.62,2330.6,83.55
[21/04/2025 12:00],75.6,61.5,4369.1,43.93
[21/04/2025 13:00],61.24,76.83,3615.1,65.9
[21/04/2025 14:00],53.44,77.78,4066.1,47.2
[21/04/2025 15:00],44.2,60.42,4585.5,70.49
[21/04/2025 16:00],81.0,90.7,3346.0,45.24
[21/04/2025 17:00],73.95,75.18,5801.6,75.37
[21/04/2025 18:00],47.16,78.98,2395.7,63.71
[21/04/2025 19:00],57.78,57.95,2830.0,83.16
[21/04/2025 20:00],77.33,60.42,5266.0,40.74
[21/04/2025 21:00],86.16,52.45,4896.5,60.09
[21/04/2025 22:00],62.27,78.04,5222.2,43.64
[21/04/2025 23:00],82.28,71.67,2635.8,45.97
[22/04/2025 00:00],88.45,75.87,3594.0,75.72
[22/04/2025 01:00],88.78,94.13,4420.6,57.5
[22/04/2025 02:00],55.6,60.89,4768.4,63.58
[22/04/2025 03:00],78.77,71.07,2783.1,74.5
[22/04/2025 04:00],46.09,70.76,4263.5,89.63
[22/04/2025 05:00],75.86,92.55,5485.7,59.05
[22/04/2025 06:00],70.63,51.42,5458.5,69.27
[22/04/2025 07:00],77.01,82.22,5701.5,75.77
[22/04/2025 08:00],73.11,94.9,2781.6,61.86
[22/04/2025 09:00],54.15,67.2,5844.1,51.67
[22/04/2025 10:00],42.79,86.52,4926.9,45.15
[22/04/2025 11:00],40.17,97.96,4222.2,62.14
[22/04/2025 12:00],52.33,70.53,4874.5,51.46
[22/04/2025 13:00],77.43,63.35,5539.0,49.73
[22/04/2025 14:00],42.11,61.41,3164.6,79.53
[22/04/2025 15:00],60.88,79.55,4305.7,61.15
[22/04/2025 16:00],71.12,61.97,5240.0,61.9
[22/04/2025 17:00],71.97,86.98,4206.6,57.46
[22/04/2025 18:00],90.2,73.92,4414.5,61.88
[22/04/2025 19:00],87.55,76.57,5114.8,92.87
[22/04/2025 20:00],94.21,68.24,2927.6,65.91
[22/04/2025 21:00],81.55,90.96,3228.7,82.82
[22/04/2025 22:00],89.86,80.47,2118.3,91.88
[22/04/2025 23:00],72.3,89.57,3591.3,50.81
[23/04/2025 00:00],57.57,75.99,5198.6,52.63
[23/04/2025 01:00],41.58,92.6,3631.1,73.35
[23/04/2025 02:00],40.06,75.98,5892.9,74.2
[23/04/2025 03:00],73.72,71.27,3943.1,51.17
[23/04/2025 04:00],45.75,49.73,3553.8,41.97
[23/04/2025 05:00],56.01,53.99,4449.9,76.68
[23/04/2025 06:00],50.22,76.36,3095.8,58.06
[23/04/2025 07:00],45.7,92.11,2594.5,92.93
[23/04/2025 08:00],81.23,88.07,3659.2,56.1
[23/04/2025 09:00],73.34,78.91,2249.0,42.05
[23/04/2025 10:00],57.59,81.29,4459.5,82.0
[23/04/2025 11:00],66.35,54.28,2273.1,67.67
[23/04/2025 12:00],54.8,71.65,3453.8,52.14
[23/04/2025 13:00],52.16,51.01,4152.2,61.99
[23/04/2025 14:00],78.76,81.46,2410.8,59.84
[23/04/2025 15:00],93.36,88.55,2809.8,90.67
[23/04/2025 16:00],78.08,97.89,2389.5,40.62
[23/04/2025 17:00],77.69,54.5,3956.1,59.57
[23/04/2025 18:00],61.7,61.21,3081.9,70.63
[23/04/2025 19:00],64.0,94.16,4453.7,58.14
[23/04/2025 20:00],46.29,68.83,2698.6,94.86
[23/04/2025 21:00],56.45,75.01,4100.9,94.46
[23/04/2025 22:00],87.78,66.95,4917.9,74.29
[23/04/2025 23:00],89.64,97.51,5284.4,42.66
[24/04/2025 00:00],82.28,75.23,4736.4,62.73
[24/04/2025 01:00],53.11,55.04,3145.7,74.13
[24/04/2025 02:00],56.49,51.37,4940.6,89.65
[24/04/2025 03:00],49.13,52.45,5536.0,74.82
[24/04/2025 04:00],50.48,45.35,3327.9,64.17
[24/04/2025 05:00],51.59,81.41,3490.8,59.32
[24/04/2025 06:00],89.05,93.12,5149.7,46.66
[24/04/2025 07:00],58.1,78.14,4301.4,55.14
[24/04/2025 08:00],46.8,96.86,2831.0,63.7
[24/04/2025 09:00],72.53,55.13,4643.8,42.23
[24/04/2025 10:00],67.56,78.89,2258.7,74.95
[24/04/2025 11:00],65.82,98.88,5203.6,83.99
[24/04/2025 12:00],48.86,45.17,5489.8,47.26
[24/04/2025 13:00],44.55,49.48,5358.2,93.32
[24/04/2025 14:00],60.14,64.9,5036.2,54.0
[24/04/2025 15:00],47.42,63.45,5288.2,41.43
[24/04/2025 16:00],64.93,49.09,5228.2,66.04
[24/04/2025 17:00],58.25,78.83,4981.9,85.05
[24/04/2025 18:00],57.81,91.21,5576.6,53.68
[24/04/2025 19:00],40.4,88.82,3385.0,80.82
[24/04/2025 20:00],54.77,80.06,5243.5,55.13
[24/04/2025 21:00],59.27,61.06,5241.0,75.64
[24/04/2025 22:00],44.46,89.35,2398.3,58.54
[24/04/2025 23:00],52.14,49.21,3859.3,80.46
[25/04/2025 00:00],47.84,76.48,4739.5,48.21
[25/04/2025 01:00],65.06,69.0,5517.7,71.37
[25/04/2025 02:00],62.44,54.33,3385.0,77.89
[25/04/2025 03:00],81.88,89.66,3869.8,89.57
[25/04/2025 04:00],65.13,80.99,2291.7,87.91
[25/04/2025 05:00],48.51,45.13,5735.8,58.67
[25/04/2025 06:00],72.72,97.24,3676.3,94.49
[25/04/2025 07:00],65.7,54.72,4173.7,40.88
[25/04/2025 08:00],62.65,45.03,4560.3,91.91
[25/04/2025 09:00],44.2,68.64,4584.8,67.41
[25/04/2025 10:00],84.33,60.67,5462.9,91.24
[25/04/2025 11:00],89.02,50.8,2383.7,89.81
[25/04/2025 12:00],69.03,94.28,4518.8,44.87
[25/04/2025 13:00],49.21,94.07,5404.4,93.98
[25/04/2025 14:00],42.6,52.48,4918.7,75.03
[25/04/2025 15:00],71.99,93.99,3246.3,62.01
[25/04/2025 16:00],91.47,54.54,3852.8,45.04
[25/04/2025 17:00],79.05,52.71,4950.9,55.59
[25/04/2025 18:00],46.45,62.64,5481.0,61.93
[25/04/2025 19:00],86.05,66.62,3503.1,51.42
[25/04/2025 20:00],81.55,48.07,5412.3,74.97
[25/04/2025 21:00],55.08,91.09,2510.1,74.97
[25/04/2025 22:00],57.62,66.45,2387.2,50.12
[25/04/2025 23:00],41.29,74.25,5765.7,41.3
[26/04/2025 00:00],76.65,69.04,5880.6,47.64
[26/04/2025 01:00],40.15,81.66,5589.2,44.83
[26/04/2025 02:00],59.74,68.86,5705.4,93.91
[26/04/2025 03:00],91.13,50.43,3058.8,82.71
[26/04/2025 04:00],47.08,51.51,4275.7,43.64
[26/04/2025 05:00],54.44,84.13,2344.2,85.85
[26/04/2025 06:00],66.58,89.13,3402.2,71.14
[26/04/2025 07:00],71.16,47.89,2190.1,45.22
[26/04/2025 08:00],57.16,71.8,4247.1,50.13
[26/04/2025 09:00],55.02,79.97,2149.2,88.51
[26/04/2025 10:00],73.82,49.15,4086.5,92.7
[26/04/2025 11:00],72.77,45.95,4935.5,80.36
[26/04/2025 12:00],86.9,92.59,4911.2,67.2
[26/04/2025 13:00],59.47,61.88,2840.3,61.38
[26/04/2025 14:00],71.47,90.71,5823.8,54.06
[26/04/2025 15:00],71.99,90.98,2317.0,84.06
[26/04/2025 16:00],71.99,64.46,3032.9,52.32
[26/04/2025 17:00],78.57,78.0,3441.3,64.85
[26/04/2025 18:00],89.6,75.67,2111.8,60.42
[26/04/2025 19:00],63.3,47.56,4320.6,61.53
[26/04/2025 20:00],67.95,45.04,3356.1,46.62
[26/04/2025 21:00],50.91,97.67,5951.3,40.99
[26/04/2025 22:00],86.21,77.37,5134.4,80.98
[26/04/2025 23:00],53.82,88.02,4610.7,83.12
[27/04/2025 00:00],71.53,72.18,4544.4,57.14
[27/04/2025 01:00],58.73,47.01,4940.4,86.77
[27/04/2025 02:00],94.55,68.62,3990.9,74.63
[27/04/2025 03:00],90.1,81.79,2636.3,77.7
[27/04/2025 04:00],40.6,81.63,2816.6,61.75
[27/04/2025 05:00],94.59,74.08,2733.7,62.24
[27/04/2025 06:00],63.2,55.34,2371.9,51.18
[27/04/2025 07:00],65.22,61.72,4254.9,89.4
[27/04/2025 08:00],53.51,86.7,2975.0,46.3
[27/04/2025 09:00],67.35,78.67,3090.4,68.11
[27/04/2025 10:00],80.61,98.2,2367.4,86.05
[27/04/2025 11:00],45.54,63.1,4184.8,65.19
[27/04/2025 12:00],76.25,90.77,4074.0,75.1
[27/04/2025 13:00],93.13,63.38,4325.7,80.24
[27/04/2025 14:00],82.89,57.62,4490.8,85.61
[27/04/2025 15:00],63.87,57.94,4250.0,64.16
[27/04/2025 16:00],71.01,95.26,4031.7,78.25
[27/04/2025 17:00],88.14,47.6,4127.8,90.37
[27/04/2025 18:00],41.97,82.66,3826.3,83.2
[27/04/2025 19:00],92.72,90.18,3832.2,60.69
[27/04/2025 20:00],69.83,51.42,2634.0,91.54
[27/04/2025 21:00],87.93,90.99,4926.0,88.22
[27/04/2025 22:00],49.12,58.87,5000.8,51.88
[27/04/2025 23:00],64.39,81.13,4750.0,55.8
[28/04/2025 00:00],55.1,80.82,4261.3,75.33
[28/04/2025 01:00],73.56,94.38,5312.9,78.86
[28/04/2025 02:00],87.47,70.52,4242.2,81.84
[28/04/2025 03:00],52.67,48.98,2228.0,88.9
[28/04/2025 04:00],65.23,97.81,2387.0,53.68
[28/04/2025 05:00],94.37,85.14,5670.8,63.13
[28/04/2025 06:00],49.42,80.29,4867.9,66.11
[28/04/2025 07:00],70.69,58.52,5245.8,53.53
[28/04/2025 08:00],67.39,63.97,5298.7,72.08
[28/04/2025 09:00],64.41,61.48,4576.1,58.03
[28/04/2025 10:00],92.07,69.36,5392.6,41.06
[28/04/2025 11:00],80.5,54.35,4663.7,52.01
[28/04/2025 12:00],71.76,68.62,4630.2,45.46
[28/04/2025 13:00],78.14,99.68,4368.0,87.45
[28/04/2025 14:00],83.02,72.73,5703.1,54.82
[28/04/2025 15:00],73.92,48.24,2705.4,47.56
[28/04/2025 16:00],62.75,65.03,5985.4,64.64
[28/04/2025 17:00],45.26,69.44,5150.3,48.93
[28/04/2025 18:00],56.25,79.6,5962.9,60.37
[28/04/2025 19:00],64.31,68.39,4931.0,75.88
[28/04/2025 20:00],47.45,81.81,5365.4,71.98
[28/04/2025 21:00],93.79,45.41,4556.7,50.98
[28/04/2025 22:00],56.66,75.8,3926.6,46.75
[28/04/2025 23:00],42.8,63.53,5172.2,90.05
[29/04/2025 00:00],83.68,56.32,3465.2,70.02
[29/04/2025 01:00],94.39,66.14,4783.3,42.9
[29/04/2025 02:00],69.78,49.42,2614.3,52.95
[29/04/2025 03:00],69.46,67.82,2422.3,45.19
[29/04/2025 04:00],63.73,67.74,4064.1,62.52
[29/04/2025 05:00],51.6,78.71,4870.0,47.44
[29/04/2025 06:00],55.82,79.17,4370.5,66.07
[29/04/2025 07:00],61.14,50.91,2015.2,72.55
[29/04/2025 08:00],51.12,58.0,2865.8,88.7
[29/04/2025 09:00],66.26,52.51,2015.7,81.86
[29/04/2025 10:00],50.81,83.53,4773.4,66.52
[29/04/2025 11:00],63.82,81.96,3872.6,72.05
[29/04/2025 12:00],62.62,99.43,5634.4,72.65
[29/04/2025 13:00],41.19,67.47,2059.4,47.35
[29/04/2025 14:00],94.59,49.35,2008.7,70.03
[29/04/2025 15:00],51.77,65.47,2456.2,83.42
[29/04/2025 16:00],93.33,64.81,3592.4,75.43
[29/04/2025 17:00],60.82,77.83,3524.4,64.41
[29/04/2025 18:00],93.23,85.79,2161.9,92.05
[29/04/2025 19:00],40.73,48.38,2816.1,78.71
[29/04/2025 20:00],41.95,94.19,3517.7,56.15
[29/04/2025 21:00],80.54,70.46,2921.5,85.54
[29/04/2025 22:00],61.44,71.11,4403.6,77.36
[29/04/2025 23:00],71.17,74.06,2433.7,90.77
[30/04/2025 00:00],51.02,47.91,4962.7,88.22
[30/04/2025 01:00],77.13,97.66,3732.5,79.36
[30/04/2025 02:00],85.22,81.2,4266.6,89.03
[30/04/2025 03:00],82.9,82.15,2417.4,61.28
[30/04/2025 04:00],57.72,66.91,2418.9,86.77
[30/04/2025 05:00],56.68,92.92,2303.1,56.23
[30/04/2025 06:00],93.71,66.37,4984.9,43.74
[30/04/2025 07:00],40.0,94.64,3403.9,53.47
[30/04/2025 08:00],52.51,63.27,3988.3,77.65
[30/04/2025 09:00],62.91,74.15,2279.0,50.96
[30/04/2025 10:00],86.97,85.53,4175.3,57.46
[30/04/2025 11:00],67.63,95.37,5709.3,58.83
[30/04/2025 12:00],74.27,46.02,2861.7,60.62
[30/04/2025 13:00],84.51,54.26,5578.1,83.46
[30/04/2025 14:00],88.25,71.32,4779.2,59.26
[30/04/2025 15:00],63.99,71.69,2463.7,68.86
[30/04/2025 16:00],93.03,54.98,5535.9,79.3
[30/04/2025 17:00],43.09,64.76,4487.8,81.54
[30/04/2025 18:00],74.31,62.68,2061.8,63.48
[30/04/2025 19:00],89.98,50.17,5143.0,74.47
[30/04/2025 20:00],90.82,97.31,5099.8,76.16
[30/04/2025 21:00],82.77,51.96,4768.6,90.18
[30/04/2025 22:00],88.18,86.15,3741.4,56.86
[30/04/2025 23:00],44.39,53.57,3215.7,53.57
[01/05/2025 00:00],48.96,68.79,2246.1,48.87
[01/05/2025 01:00],82.18,80.4,5536.4,52.52
[01/05/2025 02:00],41.58,95.76,2701.8,92.62
[01/05/2025 03:00],82.85,78.72,5429.6,80.33
[01/05/2025 04:00],69.39,53.29,3821.8,67.5
[01/05/2025 05:00],77.64,62.26,3532.4,65.56
[01/05/2025 06:00],79.13,92.03,4063.7,54.73
[01/05/2025 07:00],71.5,82.29,4862.4,57.4
[01/05/2025 08:00],81.52,85.26,5908.4,67.49
[01/05/2025 09:00],42.92,46.72,4888.7,70.47
[01/05/2025 10:00],45.93,93.04,4262.1,54.09
[01/05/2025 11:00],85.9,52.13,4698.7,78.15
[01/05/2025 12:00],88.67,72.15,4735.5,55.52
[01/05/2025 13:00],46.1,79.8,2863.4,60.08
[01/05/2025 14:00],52.6,91.62,3903.5,42.4
[01/05/2025 15:00],75.61,71.65,5759.3,84.68
[01/05/2025 16:00],81.57,70.35,4864.2,90.64
[01/05/2025 17:00],65.1,66.79,3819.5,70.98
[01/05/2025 18:00],58.01,98.57,3101.8,45.16
[01/05/2025 19:00],50.27,58.68,3210.6,88.25
[01/05/2025 20:00],66.72,89.86,4971.3,74.96
[01/05/2025 21:00],94.15,67.1,5171.3,46.31
[01/05/2025 22:00],59.26,56.0,3179.4,58.74
[01/05/2025 23:00],58.37,83.71,3023.2,68.28
[02/05/2025 00:00],78.22,67.45,2656.4,45.29
[02/05/2025 01:00],72.45,57.49,3956.0,46.71
[02/05/2025 02:00],71.69,60.48,5504.9,73.56
[02/05/2025 03:00],79.09,51.3,2054.3,78.9
[02/05/2025 04:00],55.05,91.84,4820.3,49.89
[02/05/2025 05:00],59.36,53.42,4827.8,94.9
[02/05/2025 06:00],90.35,88.55,4799.6,79.29
[02/05/2025 07:00],61.76,64.71,2403.5,56.04
[02/05/2025 08:00],87.66,51.79,3968.5,87.25
[02/05/2025 09:00],65.53,76.8,4772.6,82.15
[02/05/2025 10:00],59.45,50.66,4969.2,47.58
[02/05/2025 11:00],91.62,60.75,3155.8,60.15
[02/05/2025 12:00],83.06,51.46,5366.1,45.34
[02/05/2025 13:00],52.87,78.73,4504.5,44.59
[02/05/2025 14:00],45.34,71.35,4419.3,80.31
[02/05/2025 15:00],52.96,71.25,4627.0,62.08
[02/05/2025 16:00],68.65,64.63,5196.1,70.69
[02/05/2025 17:00],51.69,89.16,3223.7,42.27
[02/05/2025 18:00],65.59,54.21,5982.6,71.7
[02/05/2025 19:00],63.64,94.17,4978.0,86.27
[02/05/2025 20:00],44.94,76.78,4974.7,49.14
[02/05/2025 21:00],58.21,69.63,2691.5,64.25
[02/05/2025 22:00],61.14,83.03,3388.3,40.12
[02/05/2025 23:00],43.0,80.3,2276.7,80.97
[03/05/2025 00:00],47.72,81.77,3826.5,92.3
[03/05/2025 01:00],89.29,65.81,2865.7,44.43
[03/05/2025 02:00],61.58,62.9,2830.0,70.86
[03/05/2025 03:00],84.86,98.74,3100.7,50.64
[03/05/2025 04:00],66.81,79.16,2375.0,59.43
[03/05/2025 05:00],59.77,80.29,2421.9,59.85
[03/05/2025 06:00],50.1,54.7,4258.7,58.94
[03/05/2025 07:00],76.8,60.83,3410.6,43.44
[03/05/2025 08:00],81.41,84.01,2093.9,60.96
[03/05/2025 09:00],48.51,65.6,4134.5,78.48
[03/05/2025 10:00],52.66,70.47,3143.0,90.49
[03/05/2025 11:00],86.12,81.59,3988.1,46.54
[03/05/2025 12:00],80.47,61.6,2294.6,60.29
[03/05/2025 13:00],64.32,71.6,5029.6,73.24
[03/05/2025 14:00],64.01,61.17,4286.8,58.2
[03/05/2025 15:00],83.39,86.74,3049.1,57.16
[03/05/2025 16:00],70.91,71.11,5860.3,74.79
[03/05/2025 17:00],88.24,75.95,4176.5,66.91
[03/05/2025 18:00],92.89,83.98,5599.9,56.16
[03/05/2025 19:00],73.34,78.35,4054.0,62.54
[03/05/2025 20:00],54.46,72.24,4341.6,68.69
[03/05/2025 21:00],65.44,77.93,5045.5,74.41
[03/05/2025 22:00],47.41,89.14,5884.6,44.43
[03/05/2025 23:00],45.84,71.86,3883.5,93.14
[04/05/2025 00:00],71.01,88.56,2870.8,83.32
[04/05/2025 01:00],68.99,81.77,2495.3,85.04
[04/05/2025 02:00],44.77,72.15,4961.2,81.04
[04/05/2025 03:00],44.95,65.36,5105.5,59.29
[04/05/2025 04:00],77.7,89.16,4777.3,50.92
[04/05/2025 05:00],80.64,45.17,5019.7,73.86
[04/05/2025 06:00],67.81,99.31,5850.5,79.38
[04/05/2025 07:00],76.08,85.24,5693.1,42.57
[04/05/2025 08:00],54.09,61.61,3816.6,87.78
[04/05/2025 09:00],68.64,76.65,4722.1,65.56
[04/05/2025 10:00],46.51,73.38,2833.4,45.28
[04/05/2025 11:00],54.42,98.23,2830.3,52.45
[04/05/2025 12:00],40.92,66.73,5518.1,43.52
[04/05/2025 13:00],69.51,81.61,2410.4,58.8
[04/05/2025 14:00],94.34,64.81,2545.1,74.89
[04/05/2025 15:00],68.35,69.98,4483.2,64.17
[04/05/2025 16:00],62.13,73.76,5697.8,78.54
[04/05/2025 17:00],76.69,53.54,2700.5,88.64
[04/05/2025 18:00],79.3,73.3,3917.8,60.74
[04/05/2025 19:00],70.48,61.24,4924.5,50.91
[04/05/2025 20:00],53.63,87.12,4916.5,62.65
[04/05/2025 21:00],87.29,79.56,5590.0,84.08
[04/05/2025 22:00],72.56,83.84,5334.6,48.58
[04/05/2025 23:00],83.92,74.24,5596.6,88.8
[05/05/2025 00:00],64.9,53.8,4373.5,62.03
[05/05/2025 01:00],51.17,96.13,3203.9,80.25
[05/05/2025 02:00],68.68,94.96,2224.3,80.68
[05/05/2025 03:00],54.04,86.94,3072.6,53.84
[05/05/2025 04:00],50.35,98.21,4170.1,92.97
[05/05/2025 05:00],51.14,76.7,4520.0,92.04
[05/05/2025 06:00],44.39,65.82,3232.1,90.48
[05/05/2025 07:00],83.68,64.43,2079.7,80.72
[05/05/2025 08:00],81.94,93.75,2741.5,89.98
[05/05/2025 09:00],41.01,70.05,5669.0,41.0
[05/05/2025 10:00],60.47,81.04,2642.8,43.2
[05/05/2025 11:00],74.65,95.97,5323.9,80.07
[05/05/2025 12:00],70.88,68.86,5748.4,68.21
[05/05/2025 13:00],74.66,71.86,5168.4,88.22
[05/05/2025 14:00],84.89,72.14,5232.8,43.6
[05/05/2025 15:00],83.79,58.15,3932.8,75.29
[05/05/2025 16:00],91.94,54.71,2245.3,86.99
[05/05/2025 17:00],90.28,75.31,4610.1,93.2
[05/05/2025 18:00],65.17,75.01,2069.2,89.49
[05/05/2025 19:00],65.43,91.55,3795.4,49.2
[05/05/2025 20:00],81.64,61.28,4040.8,64.63
[05/05/2025 21:00],85.63,48.07,2026.4,65.28
[05/05/2025 22:00],70.76,63.27,2516.9,57.58
[05/05/2025 23:00],79.61,65.74,5744.1,60.39
[06/05/2025 00:00],41.07,74.69,2870.6,60.84
[06/05/2025 01:00],78.65,73.27,5700.7,79.69
[06/05/2025 02:00],78.9,54.72,4502.0,72.98
[06/05/2025 03:00],54.25,55.02,3596.6,40.08
[06/05/2025 04:00],58.3,74.88,3455.1,56.49
[06/05/2025 05:00],65.62,75.75,5494.8,65.22
[06/05/2025 06:00],58.3,86.28,2601.5,87.97
[06/05/2025 07:00],63.41,68.57,3423.4,59.3
[06/05/2025 08:00],78.6,74.44,2371.6,63.38
[06/05/2025 09:00],84.55,85.6,5515.3,42.36
[06/05/2025 10:00],70.61,59.95,2334.8,88.01
[06/05/2025 11:00],58.23,74.48,2982.8,73.58
[06/05/2025 12:00],45.28,92.03,5407.0,65.74
[06/05/2025 13:00],58.37,84.98,5193.8,69.15
[06/05/2025 14:00],91.84,77.57,2463.5,79.83
[06/05/2025 15:00],77.78,85.41,5378.4,55.71
[06/05/2025 16:00],86.18,72.21,2412.7,44.17
[06/05/2025 17:00],91.01,51.67,3667.9,61.61
